appr_statusid,assignedtime,categoryid,close_comments,closeaccepted,closurecodeid,editing_status,closurecomments,editorid,hasattachment,haslinkedrequest,impactdetails,impactid,isfcr,isescalated,is_fr_overdue,isoverdue,isread,itemid,last_tech_update,levelid,linkcomments,linkedworkorderid,notificationstatus,ownerid,priorityid,reopened,req_chat_type,reqapproval,requesttypeid,shownotestotech,statusid,subcategoryid,unrepliedcount,urgencyid,workorderid
,1562934224844,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1562934271395,,,,,13801,3,0,0,0,,0,3,1503,,,6790
,1562934404141,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1563193435745,,,,,13801,4,0,0,0,,0,3,1501,,,6791
,1562938351418,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1563285072092,,,,,19501,3,0,0,0,,0,3,4501,,,6792
,1562939018084,3901,,NO,,0,,,0,0,,,0,0,0,0,1,,1573140041997,,,,,21601,3,0,0,0,,0,3,,,,6793
,1562941510993,7801,,NO,,0,,,0,0,,,0,0,0,0,1,,1564063428868,,,,,18901,3,0,0,0,,0,3,,,,6794
,1563187628086,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1563611374683,,,,,7811,3,0,0,0,,0,3,1503,,,6797
,1563193529296,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1564643156003,,,,,13801,3,0,0,0,,0,3,1503,,,6798
,1563193738745,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1563193793029,,,,,13801,3,0,0,0,,0,3,1501,,,6799
,1563193875486,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1566893850957,,,,,13801,3,0,0,0,,0,3,1501,,,6800
,1563208186881,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1563265359761,,,,,6609,3,0,0,0,,0,3,,,,6801
,1563259841569,6001,,NO,,0,,,1,0,,,0,0,0,0,0,,1569850062937,,,,REQ_REPLY,22803,4,0,0,0,,0,3,,1,,6796
,1563260666628,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1563280065030,,,,,23101,4,0,0,0,,0,3,,,,6795
,1563262213582,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1563271426151,,,,,23102,3,0,0,0,,0,3,5105,,,6802
,1563268164780,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1563268721215,,,,,23101,4,0,0,0,,0,3,,,,6803
,1563270579077,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1563791498722,,,,,24001,3,0,0,0,,0,3,1501,,,6805
,1563272197972,6001,,NO,,0,,,1,0,,,0,0,0,0,1,,1566975835271,,,,TECH_REPLY,22803,4,0,0,0,,0,3,,,,6804
,1563278028491,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1563293439773,,,,,6609,3,0,0,0,,0,3,3001,,,6807
,1563280714479,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1563285044903,,,,,23101,4,0,0,0,,0,3,,,,6806
,1563282779755,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1563283511527,,,,,23101,3,0,0,0,,0,3,,,,6808
,1563351676776,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1563351734858,,,,,13801,4,0,0,0,,0,3,1501,,,6809
,1563374337793,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1566545368233,,,,,10805,3,0,0,0,,0,3,,,,6813
,1563374943839,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1564646468737,,,,,7811,3,0,0,0,,0,3,8101,,,6814
,1563436773011,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1564044996745,,,,,23101,3,0,0,0,,0,3,,,,6815
,1563438222710,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1563440417105,,,,,23102,3,0,0,0,,0,3,5103,,,6816
,1563444739742,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1563530486598,,,,,23102,4,0,0,0,,0,3,5103,,,6817
,1563467750256,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1564044779688,,,,,17704,3,0,0,0,,0,3,,,,6810
,1563526261865,2702,,NO,,0,,,1,0,,,0,0,0,0,1,,1563530732971,,,,,7811,3,0,0,0,,0,3,1502,,,6818
,1563741186179,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1563741294029,,,,,18901,3,0,0,0,,0,3,4501,,,6819
,1563742018488,1501,,NO,,0,,,0,0,,,0,0,0,0,1,,1563813119848,,,,,18901,3,0,0,0,,0,3,,,,6820
,1563742738916,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1564053122758,,,,,18901,3,0,0,0,,0,3,,,,6821
,1563743064449,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1563743121233,,,,,18901,3,0,0,0,,0,3,,,,6822
,1563782451147,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1580743319486,,,,,23102,3,0,0,0,,0,3,5103,,,6823
,1563788226429,6001,,NO,,0,,,0,0,,,0,0,0,0,0,,1564044656416,,,,,22803,4,0,0,0,,0,3,,,,6812
,1563788308776,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1563881187708,,,,,24001,3,0,0,0,,0,3,8102,,,6824
,1563794329619,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1564044968572,,,,,17704,3,0,0,0,,0,3,,,,6811
,1563794958198,6901,,NO,,0,,,0,0,,,0,0,0,0,1,,1563898009389,,,,,24002,4,0,0,0,,0,3,,,,6825
,1563794991668,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1564065109798,,,,,23102,3,0,0,0,,0,3,5103,,,6826
,1563797358541,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1563797450640,,,,,13801,3,0,0,0,,0,3,1501,,,6829
,1563799382051,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1572522396447,,,,REQ_REPLY,22803,4,0,0,0,,0,3,,1,,6827
,1563801895698,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1563889199325,,,,,19501,3,0,0,0,,0,3,1501,,,6831
,1563810532121,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1564064448701,,,,,23102,3,0,0,0,,0,3,5103,,,6832
,1563865863428,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1564128442691,,,,REQ_REPLY,23101,4,0,0,0,,0,3,,1,,6833
,1563873231891,3901,,NO,,0,,,0,0,,,0,0,0,0,1,,1564585909082,,,,,21601,3,0,0,0,,0,3,,,,6834
,1563894492645,3901,,NO,,0,,,0,0,,,0,0,1,0,1,,1563961579275,,,,,21601,,1,0,0,,0,3,,,,6835
,1563959781870,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1563959868891,,,,,13801,3,0,0,0,,0,3,1503,,,6836
,1563959989522,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1563960029070,,,,,13801,3,0,0,0,,0,3,1501,,,6837
,1563960142920,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1563960272645,,,,,13801,4,0,0,0,,0,3,1501,,,6838
,1563961354623,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1563961531741,,,,,24001,3,0,0,0,,0,3,8102,,,6839
,1563978815524,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1571375967842,,,,,24001,3,0,0,0,,0,3,8103,,,6840
,1563981764608,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1563982286503,,,,,6609,3,0,0,0,,0,3,1503,,,6841
,1564039269325,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1564404444151,,,,,23102,3,0,0,0,,0,3,5101,,,6842
,1564040194201,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1564405704537,,,,,23102,3,0,0,0,,0,3,5103,,,6843
,1564060203623,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1567414548085,,,,,23102,4,0,0,0,,0,3,5105,,,6844
,1564067003239,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1565332838400,,,,,24002,3,0,0,0,,0,3,3303,,,6845
,1564137282288,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1564646612275,,,,,7811,3,0,0,0,,0,3,1503,,,6849
,1564142151805,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1564142217465,,,,,18901,3,0,0,0,,0,3,,,,6850
,1564475121351,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1570462012510,,,,,11102,3,0,0,0,,0,3,3301,,,6851
,1564475389739,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1564475515590,,,,,24001,3,0,0,0,,0,3,1501,,,6852
,1564481639609,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1564481732645,,,,,24001,3,0,0,0,,0,3,1501,,,6853
,1564481686626,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1564482142994,,,,,7811,3,0,0,0,,0,3,8101,,,6854
,1564496229846,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1574867260715,,,,,23102,4,0,0,0,,0,3,5105,,,6855
,1564584500995,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1564585252596,,,,,18901,4,0,0,0,,0,3,4501,,,6856
,1564585399760,10,,NO,,0,,,0,0,,,0,0,0,0,1,,1564659171952,,,,,18901,4,0,0,0,,0,3,601,,,6857
,1564643123533,2702,,NO,,0,,,1,0,,,0,0,0,0,1,,1564744077853,,,,,18301,3,0,0,0,,0,3,1501,,,6858
,1564643595510,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1564643674217,,,,,13801,4,0,0,0,,0,3,1501,,,6859
,1564643828007,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1564643884729,,,,,13801,4,0,0,0,,0,3,1503,,,6860
,1564644042034,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1564644081161,,,,,13801,3,0,0,0,,0,3,1501,,,6861
,1564644327048,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1566894044764,,,,,13801,3,0,0,0,,0,3,1503,,,6862
,1564653485831,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1564742805897,,,,,24301,3,0,0,0,,0,3,1503,,,6863
,1564659185375,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1564659228737,,,,,11102,3,0,0,0,,0,3,,,,6864
,1564662481435,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1564662624755,,,,,11102,2,0,0,0,,0,3,,,,6865
,1564669990176,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1564743282438,,,,,18901,4,0,0,0,,0,3,4501,,,6866
,1564735627246,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1564735732096,,,,,13801,4,0,0,0,,0,3,1501,,,6867
,1564739010248,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1564739060532,,,,,13801,4,0,0,0,,0,3,1501,,,6868
,1564744200673,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1569855140183,,,,,13801,3,0,0,0,,0,3,1501,,,6869
,1564744203235,6601,,NO,,0,,,0,0,,,0,0,0,0,1,,1567411686112,,,,,11102,3,0,0,0,,0,3,5702,,,6870
,1564989797762,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1568191774141,,,,,18301,3,0,0,0,,0,3,1503,,,6871
,1564992430350,1501,,NO,,0,,,0,0,,,0,0,0,0,1,,1565006496091,,,,,6609,3,0,0,0,,0,3,,,,6872
,1564997361182,8101,,NO,,0,,,0,0,,,0,0,0,0,1,,1566826049386,,,,,6609,3,0,0,0,,0,3,8402,,,6873
,1564997853567,6601,,NO,,0,,,0,0,,,0,0,0,0,1,,1565106717663,,,,,6609,3,0,0,0,,0,3,5702,,,6874
,1565000848737,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1565160465593,,,,,7811,3,0,0,0,,0,3,,,,6875
,1565185955329,6601,,NO,,0,,,0,0,,,0,0,0,0,1,,1569225196957,,,,,24001,3,0,0,0,,0,3,,,,5814
,1565194264490,3901,,NO,,0,,,0,0,,,0,0,0,0,1,,1565242733703,,,,,21601,4,0,0,0,,0,3,,,,6878
,1565254398071,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1566828180496,,,,TECH_REPLY,17704,4,0,0,0,,0,3,5103,,,6876
,1565257031536,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1565258567043,,,,,7811,3,0,0,0,,0,3,,,,6879
,1565260039525,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1565693798000,,,,,18901,4,0,0,0,,0,3,4802,,,6880
,1565261743551,2702,,NO,,0,,,1,0,,,0,0,0,0,1,,1565616498100,,,,,11401,4,0,0,0,,0,3,,,,6881
,1565263500250,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1566199955405,,,,,7811,3,0,0,0,,0,3,1503,,,6882
,1565279833249,2,,NO,,0,,,1,0,,,0,0,0,0,1,,1565687960168,,,,,24001,3,0,0,0,,0,3,3303,,,6883
,1565347690363,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1569855302674,,,,,13801,3,0,0,0,,0,3,1501,,,6885
,1565349488206,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1565349549506,,,,,18901,4,0,0,0,,0,3,,,,6886
,1565602717043,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1565603123485,,,,,11102,3,0,0,0,,0,3,,,,6887
,1565603272477,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1565606122999,,,,,11102,3,0,0,0,,0,3,,,,6888
,1565608987854,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1565609169519,,,,,11102,3,0,0,0,,0,3,,,,6893
,1565609285134,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1569427226514,,,,,11102,3,0,0,0,,0,3,,,,6894
,1565681578150,3901,,NO,,0,,,0,0,,,0,0,0,0,1,,1565681633496,,,,,10805,,0,0,0,,0,3,,,,6895
,1565685954087,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1566198828128,,,,,7811,4,0,0,0,,0,3,,,,6892
,1565688191289,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1565795344407,,,,,24002,3,0,0,0,,0,3,,,,6896
,1566200656581,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1566201269925,,,,,11102,3,0,0,0,,0,3,,,,6899
,1566200853825,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1566901573466,,,,,11401,3,0,0,0,,0,3,,,,6900
,1566212618605,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1566213840449,,,,,23102,2,0,0,0,,0,3,5101,,,6901
,1566285716271,6002,,NO,,0,,,1,0,,,0,0,0,0,0,,1582111200970,,,,,23102,3,0,0,0,,0,3,5102,,,6902
,1566378532149,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1566416462950,,,,,6609,3,0,0,0,,0,3,3901,,,6903
,1566457781288,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1566539715708,,,,TECH_REPLY,17704,3,0,0,0,,0,3,5103,,,6905
,1566457798523,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1566552577387,,,,TECH_REPLY,17704,2,0,0,0,,0,3,5103,,,6907
,1566457806024,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1566551869741,,,,TECH_REPLY,17704,2,0,0,0,,0,3,5103,,,6908
,1566472866001,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1566551930650,,,,TECH_REPLY,23102,2,0,0,0,,0,3,5101,,,6909
,1566550226390,3901,,NO,,0,,,0,0,,,0,0,0,0,1,,1566550487997,,,,,21601,4,0,0,0,,0,3,,,,6910
,1566556386083,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1566900895149,,,,,24001,3,0,0,0,,0,3,,,,6912
,1566557851549,6601,,NO,,0,,,0,0,,,0,0,0,0,1,,1566559529042,,,,,6609,3,0,0,0,,0,3,5702,,,6913
,1566561098545,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1566561602430,,,,TECH_REPLY,17704,2,0,0,0,,0,3,5101,,,6911
,1566561104592,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1567146307408,,,,TECH_REPLY,17704,3,0,0,0,,0,3,5103,,,6914
,1566570499478,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1566570576636,,,,,11401,3,0,0,0,,0,3,,,,6915
,1566812218404,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1566828343083,,,,,6609,3,0,0,0,,0,3,,,,6904
,1566829004116,3901,,NO,,0,,,0,0,,,0,0,0,0,1,,1567585377843,,,,,21601,2,0,0,0,,0,3,,,,6916
,1566835964217,3302,,NO,,0,,,0,0,,,0,0,0,0,1,,1569571757062,,,,,6609,3,0,0,0,,0,3,7202,,,6917
,1566892662661,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1566892768214,,,,,13801,3,0,0,0,,0,3,1503,,,6919
,1566892929050,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1566893033853,,,,,13801,4,0,0,0,,0,3,1501,,,6920
,1566893185954,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1566897434783,,,,,13801,3,0,0,0,,0,3,1501,,,6921
,1566893456937,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1566893639868,,,,,13801,3,0,0,0,,0,3,1501,,,6922
,1566896060227,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1566896119622,,,,,13801,4,0,0,0,,0,3,1501,,,6923
,1566896257425,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1566896343867,,,,,13801,3,0,0,0,,0,3,1501,,,6924
,1566896517719,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1566896604474,,,,,13801,4,0,0,0,,0,3,1501,,,6925
,1566897279165,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1566897335075,,,,,13801,3,0,0,0,,0,3,1501,,,6926
,1566897592526,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1566897792520,,,,,13801,4,0,0,0,,0,3,1501,,,6927
,1566897865680,3901,,NO,,0,,,0,0,,,0,0,0,0,1,,1567158045003,,,,,21601,4,0,0,0,,0,3,,,,6928
,1566899286332,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1572537046972,,,,,13801,3,0,0,0,,0,3,1501,,,6929
,1566899392993,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1566899528547,,,,TECH_REPLY,16503,4,0,0,0,,0,3,,,,6898
,1566901364845,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1567151927741,,,,,24001,3,0,0,0,,0,3,,,,6930
,1566901456553,10,,NO,,0,,,0,0,,,0,0,0,0,1,,1566983867204,,,,,24001,3,0,0,0,,0,3,,,,6931
,1566905159806,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1566975919479,,,,,22803,4,0,0,0,,0,3,,,,6890
,1566905210684,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1568368009709,,,,TECH_REPLY,22803,3,0,0,0,,0,3,,,,6846
,1566905248186,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1566975769205,,,,,22803,3,0,0,0,,0,3,,,,6828
,1566991264944,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1566999537167,,,,TECH_REPLY,17704,4,0,0,0,,0,3,5103,,,6932
,1566993312018,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1569855211685,,,,,13801,3,0,0,0,,0,3,1502,,,6934
,1566999789368,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1567168645257,,,,TECH_REPLY,17704,3,0,0,0,,0,3,5102,,,6918
,1567065066439,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1567509777064,,,,,13801,4,0,0,0,,0,3,1501,,,6935
,1567067496565,601,,NO,,0,,,0,0,,,0,0,0,0,1,,1567067496643,,,,,11102,3,0,0,0,,0,3,3305,,,6906
,1567067572132,901,,NO,,0,,,1,0,,,0,0,0,0,1,,1567067572147,,,,,11102,4,0,0,0,,0,3,3903,,,6884
,1567078854229,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1567078912732,,,,,13801,3,0,0,0,,0,3,1501,,,6936
,1567157386489,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1567157621062,,,,,24001,3,0,0,0,,0,3,1503,,,6937
,1567176991135,10,,NO,,0,,,0,0,,,0,0,0,0,1,,1567177024918,,,,,11401,3,0,0,0,,0,3,,,,6939
,1567177254022,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1567177407748,,,,,11401,4,0,0,0,,0,3,,,,6940
,1567412050784,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1567412915855,,,,,11102,3,0,0,0,,0,3,,,,6941
,1567416517175,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1568197551090,,,,,24002,3,0,0,0,,0,3,,,,6942
,1567417049669,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1568197572810,,,,,24002,3,0,0,0,,0,3,,,,6943
,1567509992402,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1569854937517,,,,,13801,3,0,0,0,,0,3,1501,,,6945
,1567510647198,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1567510701825,,,,,13801,3,0,0,0,,0,3,1501,,,6946
,1567510802517,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1567510846660,,,,,13801,3,0,0,0,,0,3,1501,,,6947
,1567511090906,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1567511181941,,,,,13801,4,0,0,0,,0,3,1501,,,6948
,1567513924675,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1567514127168,,,,,13801,3,0,0,0,,0,3,1502,,,6949
,1567685958405,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1567686091254,,,,,13801,3,0,0,0,,0,3,1501,,,6953
,1567690588409,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1567761654413,,,,,24001,4,0,0,0,,0,3,,,,6954
,1567694127972,3901,,NO,,0,,,0,0,,,0,0,0,0,1,,1567694158786,,,,,21601,4,0,0,0,,0,3,,,,6955
,1567755993113,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1570430081370,,,,REQ_REPLY,17704,4,0,0,0,,0,3,,2,,6847
,1567764470229,6901,,NO,,0,,,0,0,,,0,0,0,0,1,,1569996381886,,,,,24001,4,0,0,0,,0,3,,,,6957
,1567764863340,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1571222134830,,,,,7811,4,0,0,0,,0,3,,,,6958
,1567768875182,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1567769358190,,,,,24901,3,0,0,0,,0,3,,,,6959
,1567782824770,2404,,NO,,0,,,1,0,,,0,0,0,0,1,,1567783496394,,,,,11401,4,0,0,0,,0,3,,,,6960
,1567784018731,5701,,NO,,0,,,0,0,,,0,0,0,0,1,,1569487988915,,,,,11401,3,0,0,0,,0,3,,,,6961
,1568012644655,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1568715625564,,,,,17704,4,0,0,0,,0,3,,,,6891
,1568017419921,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1568018529596,,,,,18901,3,0,0,0,,0,3,,,,6962
,1568018555050,1201,,NO,,0,,,0,0,,,0,0,0,0,1,,1568018555050,,,,,11102,4,0,0,0,,0,3,3603,,,6944
,1568023435863,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1568027508876,,,,,23102,2,0,0,0,,0,3,5103,,,6963
,1568025267665,6002,,NO,,0,,,0,0,,,0,0,0,0,0,,1581506321858,,,,TECH_REPLY,23102,2,0,0,0,,0,3,5103,,,6964
,1568027443764,6002,,NO,,0,,,0,0,,,0,0,0,0,0,,1581506384470,,,,TECH_REPLY,23102,4,0,0,0,,0,3,5103,,,6965
,1568027641710,1201,,NO,,0,,,0,0,,,0,0,0,0,1,,1568027641726,,,,,11102,4,0,0,0,,0,3,3603,,,6956
,1568098992760,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1568110753981,,,,,23102,4,0,0,0,,0,3,5105,,,6966
,1568105022533,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1568186229436,,,,,7811,3,0,0,0,,0,3,,,,6968
,1568191886318,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1569830531363,,,,,18301,3,0,0,0,,0,3,1503,,,6969
,1568192122344,5101,,NO,,0,,,1,0,,,0,0,0,0,1,,1568269107034,,,,,18301,4,0,0,0,,0,3,3608,,,6970
,1568196539997,2,,NO,,0,,,0,0,,,0,0,0,0,1,,1569320257527,,,,,24002,3,0,0,0,,0,3,,,,6971
,1568216287108,6001,,NO,,0,,,1,0,,,0,0,0,0,1,,1568715600360,,,,,17704,3,0,0,0,,0,3,,,,6951
,1568216304968,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1569309764176,,,,TECH_REPLY,17704,4,0,0,0,,0,3,,,,6933
,1568272428138,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1568352214130,,,,,24001,3,0,0,0,,0,3,8102,,,6972
,1568295241644,6002,,NO,,0,,,0,0,,,0,0,0,0,1,,1568906040764,,,,TECH_REPLY,23102,3,0,0,0,,0,3,5103,,,6974
,1568304039059,2403,,NO,,0,,,0,0,,,0,0,0,0,1,,1568304261740,,,,,11102,3,0,0,0,,0,3,,,,6975
,1568305819952,3901,,NO,,0,,,0,0,,,0,0,0,0,1,,1568356407649,,,,,21601,,0,0,0,,0,3,,,,6976
,1568361458486,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1568361523255,,,,,18901,3,0,0,0,,0,3,,,,6977
,1568361688607,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1568365760747,,,,,18901,3,0,0,0,,0,3,,,,6978
,1568363863861,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1569915684460,,,,,18301,3,0,0,0,,0,3,1503,,,6979
,1568366413496,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1570725331367,,,,,7811,3,1,0,0,,0,3,,,,6980
,1568375350065,1501,,NO,,0,,,0,0,,,0,0,0,0,1,,1569224121142,,,,,18901,3,0,0,0,,0,3,,,,6983
,1568378040751,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1570521531688,,,,,23102,3,0,0,0,,0,3,5103,,,6984
,1568617975383,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1568618053449,,,,,18901,3,0,0,0,,0,3,,,,6985
,1568625579852,6002,,NO,,0,,,1,0,,,0,0,0,0,1,,1569230061775,,,,TECH_REPLY,23102,3,0,0,0,,0,3,5104,,,6986
,1568627784296,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1568784986921,,,,,24001,3,0,0,0,,0,3,1503,,,6981
,1568628519079,2406,,NO,,0,,,0,0,,,0,0,0,0,1,,1569578518134,,,,,24001,4,0,0,0,,0,3,,,,6897
,1568630126512,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1569309764520,,,,,17704,4,0,0,0,,0,3,,,,6952
,1568643050141,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1568883520165,,,,,18901,3,0,0,0,,0,3,1502,,,6987
,1568643118003,6001,,NO,,0,,,1,0,,,0,0,0,0,1,,1569309763864,,,,TECH_REPLY,17704,4,0,0,0,,0,3,,,,6848
,1568644141956,10,,NO,,0,,,0,0,,,0,0,0,0,1,,1568646089763,,,,,6609,3,0,0,0,,0,3,16,,,6988
,1568714859530,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1568715217155,,,,,7811,3,0,0,0,,0,3,1502,,,6989
,1568717120304,2702,,NO,,0,,,1,0,,,0,0,0,0,1,,1568732069481,,,,,18301,3,0,0,0,,0,3,1501,,,6990
,1568718804942,6601,,NO,,0,,,0,0,,,0,0,0,0,1,,1568823808531,,,,,6609,3,0,0,0,,0,3,5702,,,6991
,1568724074728,6001,,NO,,0,,,0,0,,,0,0,0,0,1,,1575996468185,,,,TECH_REPLY,17704,3,1,0,0,,0,3,,,,6950
,1568726350659,2702,,NO,,0,,,0,0,,,0,0,0,0,1,,1568726422506,,,,,13801,3,0,0,0,,0,3,1501,,,6992
